AlgaeGroup,OrganismCode,FinalID,AlgaeList,Habit,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,Phylum,Class,Order,Family,Genus
Diatom,484148833,Achnanthidium jackii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium
SoftAlgae,484316906,Vaucheria cf geminata,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Vaucheriales,Vaucheriaceae,Vaucheria
SoftAlgae,484429870,Gloeocapsa cf siderochlamys,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Diatom,485673915,Gomphonema sphaerophorum,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
SoftAlgae,487225729,Phaeogloea cf mucosa,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,Phaeogloea
Diatom,491167260,Nitzschia cf liebetruthii SWAMP R1 JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,491334615,Stauroneis kootenai,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Diatom,492178050,Gomphonema montanum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NALON,DO_100,F,OS,NA,M,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
SoftAlgae,493026231,Sphaerobotrys fluviatilis,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerobotrys
Diatom,502073843,Navicula vulpina,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,502535750,Phormidium cf uncinatum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
Diatom,505279067,Caloneis lauta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,F,OS,NA,O,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
Diatom,505819574,Cymbella hungarica,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
SoftAlgae,506400596,Vaucheria prona,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Vaucheriales,Vaucheriaceae,Vaucheria
Diatom,506544455,Pinnularia borealis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NAHON,DO_100,FB,BM,NA,OM,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia
SoftAlgae,506710915,Chamaesiphon cf confervicola,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Diatom,506928196,Adlafia minuscula,Diatom_2012,BN,NA,NA,NA,NA,low,low,MM,NA,NA,F,BM,NA,O,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Adlafia
SoftAlgae,508808843,Chamaesiphon cf minutus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Diatom,508906399,Encyonema mesianum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
SoftAlgae,511775043,Spirogyra sp 17,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
SoftAlgae,514667954,Snowella cf septentrionalis,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella 
SoftAlgae,514833722,Chlamydomonas debaryana,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas
Diatom,516161453,Cymbopleura inaequalis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Diatom,516238481,Encyonopsis sp 2 SWAMP JR,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis
Diatom,516668328,Cymbopleura naviculiformis,Diatom_2012,BN,NA,NA,NA,NA,low,NA,NM,NAHON,DO_75,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
SoftAlgae,517420275,Cladophora cf fracta,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora
SoftAlgae,517452776,Scenedesmus cf kissii,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,519741743,Pinnularia platycephala,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia
Diatom,519998282,Fragilaria capucina var gracilis,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,FB,OS,NA,OM,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria
Diatom,520365597,Caloneis tenuis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,FB,OS,NA,M,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
SoftAlgae,521515184,Calothrix cf pulvinata,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix
Diatom,522409955,Surirella brebissonii var kuetzingii,Diatom_2012,BN,NA,NA,NA,NA,high,NA,HM,NAHON,DO_50,FB,AM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
SoftAlgae,524370350,Phormidium cf ambiguum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
SoftAlgae,524406990,Pediastrum duplex var rugulosum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum
Diatom,525499764,Navicula incertata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,527262745,Oscillatoria amoena,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria
SoftAlgae,528030230,Microcoleus vaginatus,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Microcoleus
Diatom,528465286,Navicula microcari,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,532439045,Platessa conspicua,Diatom_2012,BN,NA,NA,NA,NA,high,high,NM,NALON,DO_75,F,OS,NA,I,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa
Diatom,536084614,Orthoseira roeseana,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Orthoseirales,Orthoseiraceae,Orthoseira
Diatom,538793169,Surirella,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
SoftAlgae,540338927,Phacus circulatus,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus
Diatom,541074449,Eunotia implicata,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NA,NA,F,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia
Diatom,542166183,Eunotia intermedia,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,F,NA,NA,O,NA,Heterokontophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia
Diatom,542298054,Nitzschia nana,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_100,FB,BM,NA,M,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,546527111,Muelleria,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Muelleria
Diatom,546719477,Pseudostaurosira robusta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira
Diatom,548273781,Fragilariforma constricta f stricta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilariforma
SoftAlgae,548603357,Homoeothrix janthina,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Diatom,548718143,Fragilaria construens var pumila,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria
Diatom,554985720,Cymbella tumida,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,FB,OS,NA,ME,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
Diatom,557432899,Nitzschia cf capitellata,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NA,NA,B,PS,NA,PH,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,559165935,Zygnema californicum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Zygnema
Diatom,561079650,Pinnularia mesogongyla,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia
Diatom,561339699,Gomphonema cf clevei SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
SoftAlgae,565687590,Lyngbya cf aestuarii,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya
Diatom,569082288,Gomphonema lanceolatum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
SoftAlgae,570501344,Trichormus variabilis,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Trichormus
Diatom,571264280,Encyonopsis cf microcephala SCCWRP BSL,Diatom_2012,BN,NA,NA,NA,NA,low,low,MM,NALON,DO_100,FB,OS,NA,ME,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis
Diatom,574845260,Pseudostaurosira parasitica var subconstricta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira
SoftAlgae,575880538,Spirogyra cf spreeiana,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Diatom,578102703,Craticula accomoda,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NHHONO,DO_10,FB,PS,NA,PH,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula
Diatom,578598962,Nitzschia palea,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_30,FB,PS,NA,PH,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,580752023,Chlorophyta 17,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,,,,
SoftAlgae,582820309,Gloeocapsa sp 3,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
SoftAlgae,591110983,Scenedesmus semipulcher,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,591519143,Homoeothrix sp 2,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Diatom,600628424,Aulacoseira,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
SoftAlgae,600730111,Chantransia sp 3,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,RD,NA,No,Rhodophyta,Florideophyceae,Batrachospermales,Lemaneaceae,Chantransia
SoftAlgae,603326287,Calothrix cf clavata,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix
SoftAlgae,606352743,Spirotaenia condensata,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Spirotaenia 
SoftAlgae,611392401,Spirogyra majuscula,SoftAlgae_2012,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Diatom,613363158,Halamphora acutiuscula,Diatom_2012,BN,NA,NA,NA,NA,NA,high,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Halamphora
Diatom,614507543,Navicula antonii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,615929127,Tryblionella cf littoralis SCCWRP EWT,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_50,B,NA,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Diatom,616646093,Navicula perminuta,Diatom_2012,BN,NA,NA,NA,NA,low,low,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,620082785,Chroomonas pulex,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,No,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Chroomonas
Diatom,620685909,Gomphoneis minuta var cassieae,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphoneis
Diatom,624231756,Amphora sp 4 SCCWRP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora
Diatom,625096401,Navicula escambia,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,627721916,Pseudocharaciopsis minuta,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Eustigmatophyceae,Eustigmatales,Pseudocharaciopsidaceae,Pseudocharaciopsis
SoftAlgae,627846204,Chaetophora cf incrassata,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chaetophora
Diatom,628283538,Fragilariforma virescens,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,F,OS,NA,OM,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilariforma
Diatom,629192352,Aulacoseira granulata,Diatom_2012,P,NA,NA,NA,NA,high,high,NM,NAHON,DO_50,FB,BM,NA,E,NA,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Diatom,633289224,Achnanthes subhudsonis var kraeuselii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Achnanthes
SoftAlgae,633568550,Bulbochaete sp 2,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
SoftAlgae,634986015,Microspora cf amoena,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Microsporales,Microsporaceae,Microspora
SoftAlgae,640469390,Rivulariaceae 1,SoftAlgae_2012,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,
Diatom,641403355,Tryblionella victoriae,Diatom_2012,BN,NA,NA,NA,NA,NA,high,HM,NAHON,DO_50,BF,AM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Diatom,644070971,Nitzschia reversa,Diatom_2012,BN,NA,NA,NA,NA,NA,high,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,644433736,Chamaesiphon subglobosus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Diatom,646987011,Stauroneis wislouchii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
SoftAlgae,649445524,Stylochrysalis sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Chrysophyceae,Chromulinales,Dinobryaceae,,Stylochrysalis
SoftAlgae,649566587,Vaucheria sp 1,SoftAlgae_2012,NA,No,NI,high,NI,high,NI,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Vaucheriales,Vaucheriaceae,Vaucheria
Diatom,650542673,Neidium ampliatum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,FB,NA,NA,OM,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium
SoftAlgae,651485939,Tetraselmis sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis
SoftAlgae,654178538,Phormidium cf inundatum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
SoftAlgae,654800178,Pteromonas aequiciliata,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,Pteromonas 
SoftAlgae,655145414,Phormidium uncinatum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
Diatom,656802495,Diploneis finnica,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diatom,657628516,Fallacia sp A SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia
SoftAlgae,657868150,Stigeoclonium tenue,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
SoftAlgae,658491524,Lyngbya major,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya
SoftAlgae,658884103,Mougeotia sp 5,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Mougeotia
Diatom,659048225,Nitzschia cf rosenstockii SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,659577346,Spirogyra daedaleoides,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
SoftAlgae,660215900,Cyanothece aeruginosa,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece
Diatom,662644116,Navicula sp 1 SWAMP JR,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,665538280,Navicula graciloides,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,666431533,Cyanothece halobia,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece
Diatom,667848264,Synedra ulna var amphirhynchus,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Diatom,669989030,Neidium cf binodeforme SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium
SoftAlgae,676437975,Homoeothrix cf juliana,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Diatom,676488299,Encyonema sp 1 SWAMP JR,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Diatom,678404965,Nitzschia tryblionella,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,679946417,Nostoc cf muscorum,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
